Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Expiration Date
2011-06-20,G (Feb 12),24.9,25.0,24.9,25.0,24.95,0.0,3,0,2,2012-02-15
2011-06-21,G (Feb 12),24.75,25.0,24.68,25.0,24.95,0.0,224,0,194,2012-02-15
2011-06-22,G (Feb 12),24.85,25.28,24.64,25.25,25.15,0.2,159,0,292,2012-02-15
2011-06-23,G (Feb 12),25.6,25.9,24.94,25.27,25.25,0.1,152,0,353,2012-02-15
2011-06-24,G (Feb 12),25.2,25.69,25.19,25.69,25.65,0.4,106,0,413,2012-02-15
2011-06-27,G (Feb 12),25.69,25.69,25.15,25.45,25.45,-0.2,185,0,489,2012-02-15
2011-06-28,G (Feb 12),25.2,25.37,25.18,25.3,25.35,-0.1,434,0,775,2012-02-15
2011-06-29,G (Feb 12),24.9,25.2,24.9,25.03,25.05,-0.3,280,0,964,2012-02-15
2011-06-30,G (Feb 12),24.77,24.8,24.45,24.63,24.6,-0.45,530,0,1356,2012-02-15
2011-07-01,G (Feb 12),24.4,24.45,23.51,23.65,23.7,-0.9,317,0,1475,2012-02-15
2011-07-05,G (Feb 12),23.55,23.85,23.53,23.8,23.8,0.1,197,0,1586,2012-02-15
2011-07-06,G (Feb 12),23.89,23.95,23.65,23.67,23.7,-0.1,100,0,1643,2012-02-15
2011-07-07,G (Feb 12),23.2,23.38,23.05,23.15,23.15,-0.55,837,0,2154,2012-02-15
2011-07-08,G (Feb 12),23.4,23.55,23.3,23.36,23.35,0.2,541,0,2353,2012-02-15
2011-07-11,G (Feb 12),24.05,24.26,23.8,24.0,24.05,0.7,139,0,2223,2012-02-15
2011-07-12,G (Feb 12),24.3,24.5,23.8,24.42,24.45,0.4,159,0,2277,2012-02-15
2011-07-13,G (Feb 12),24.25,24.5,23.95,24.44,24.5,0.05,232,0,2345,2012-02-15
2011-07-14,G (Feb 12),24.42,25.03,24.0,24.75,24.75,0.25,994,0,2862,2012-02-15
2011-07-15,G (Feb 12),24.63,24.85,24.35,24.42,24.4,-0.35,187,0,2935,2012-02-15
2011-07-18,G (Feb 12),24.8,25.0,24.63,24.65,24.65,0.25,391,0,3110,2012-02-15
2011-07-19,G (Feb 12),24.5,24.5,24.08,24.15,24.15,-0.5,266,0,3098,2012-02-15
2011-07-20,G (Feb 12),23.83,24.15,23.83,24.0,24.0,-0.15,367,0,3234,2012-02-15
2011-07-21,G (Feb 12),23.85,23.85,23.4,23.45,23.45,-0.55,828,0,3417,2012-02-15
2011-07-22,G (Feb 12),23.3,23.6,23.29,23.4,23.45,0.0,581,0,3567,2012-02-15
2011-07-25,G (Feb 12),23.6,23.86,23.55,23.75,23.8,0.35,601,0,3694,2012-02-15
2011-07-26,G (Feb 12),23.65,24.1,23.65,23.9,23.9,0.1,644,0,3961,2012-02-15
2011-07-27,G (Feb 12),23.9,24.5,23.86,24.44,24.45,0.55,989,0,4192,2012-02-15
2011-07-28,G (Feb 12),24.35,24.4,23.8,24.35,24.4,-0.05,672,0,4250,2012-02-15
2011-07-29,G (Feb 12),24.65,24.7,23.7,23.75,23.8,-0.6,2695,0,4425,2012-02-15
2011-08-01,G (Feb 12),23.28,23.95,23.1,23.35,23.35,-0.45,814,0,4531,2012-02-15
2011-08-02,G (Feb 12),23.8,24.1,23.2,24.1,24.1,0.75,1218,0,4394,2012-02-15
2011-08-03,G (Feb 12),23.84,24.63,23.65,23.95,23.95,-0.15,1822,0,4567,2012-02-15
2011-08-04,G (Feb 12),24.35,25.7,24.05,25.6,25.7,1.75,2099,0,4663,2012-02-15
2011-08-05,G (Feb 12),25.1,27.65,24.95,25.95,25.9,0.2,1768,0,4927,2012-02-15
2011-08-08,G (Feb 12),26.54,28.3,26.1,27.5,27.55,1.65,1621,0,4898,2012-02-15
2011-08-09,G (Feb 12),27.33,27.6,25.6,25.7,25.75,-1.8,1887,0,4511,2012-02-15
2011-08-10,G (Feb 12),26.33,28.0,26.33,27.8,27.8,2.05,1124,0,4802,2012-02-15
2011-08-11,G (Feb 12),29.0,29.0,27.0,27.15,27.2,-0.6,654,0,4804,2012-02-15
2011-08-12,G (Feb 12),27.0,27.1,26.5,26.8,26.85,-0.35,941,0,5226,2012-02-15
2011-08-15,G (Feb 12),26.35,26.35,25.8,25.8,25.8,-1.05,1193,0,5117,2012-02-15
2011-08-16,G (Feb 12),26.44,26.65,25.87,25.95,26.0,0.2,817,0,5502,2012-02-15
2011-08-17,G (Feb 12),25.9,26.39,25.65,26.15,26.2,0.2,571,0,5544,2012-02-15
2011-08-18,G (Feb 12),26.97,28.96,26.97,28.85,28.85,2.65,1152,0,5601,2012-02-15
2011-08-19,G (Feb 12),29.75,29.75,28.55,29.65,29.65,0.8,1247,0,5899,2012-02-15
2011-08-22,G (Feb 12),29.05,30.2,28.6,29.85,29.9,0.25,1097,0,6170,2012-02-15
2011-08-23,G (Feb 12),29.5,30.1,29.48,29.8,29.85,-0.05,1928,0,6833,2012-02-15
2011-08-24,G (Feb 12),30.15,30.3,29.3,30.3,30.25,0.4,1386,0,6955,2012-02-15
2011-08-25,G (Feb 12),30.15,30.9,29.55,30.86,30.9,0.65,884,0,6902,2012-02-15
2011-08-26,G (Feb 12),31.1,31.55,29.9,30.45,30.5,-0.4,1059,0,7130,2012-02-15
2011-08-29,G (Feb 12),29.92,30.1,29.55,29.7,29.7,-0.8,428,0,7108,2012-02-15
2011-08-30,G (Feb 12),29.86,30.5,29.6,30.5,30.5,0.8,958,0,7447,2012-02-15
2011-08-31,G (Feb 12),30.35,30.45,29.6,29.83,29.85,-0.65,1049,0,7431,2012-02-15
2011-09-01,G (Feb 12),29.8,30.2,29.35,30.1,30.05,0.2,1269,0,7433,2012-02-15
2011-09-02,G (Feb 12),30.49,30.8,30.2,30.4,30.5,0.45,1335,0,7660,2012-02-15
2011-09-06,G (Feb 12),30.5,31.75,30.5,30.95,31.0,0.5,897,80,7537,2012-02-15
2011-09-07,G (Feb 12),30.4,30.7,30.25,30.25,30.3,-0.7,542,0,7465,2012-02-15
2011-09-08,G (Feb 12),30.41,30.9,30.13,30.75,30.75,0.45,756,0,7718,2012-02-15
2011-09-09,G (Feb 12),30.7,32.21,30.7,31.8,31.75,1.0,961,0,7783,2012-02-15
2011-09-12,G (Feb 12),32.4,33.15,31.93,32.1,32.15,0.4,1248,0,8013,2012-02-15
2011-09-13,G (Feb 12),32.2,32.55,31.95,32.09,32.1,-0.05,1238,0,8034,2012-02-15
2011-09-14,G (Feb 12),31.74,32.4,31.45,31.55,31.65,-0.45,842,0,7975,2012-02-15
2011-09-15,G (Feb 12),31.51,31.7,31.0,31.0,31.05,-0.6,579,0,8076,2012-02-15
2011-09-16,G (Feb 12),31.2,31.5,30.78,30.9,30.9,-0.15,1075,0,8226,2012-02-15
2011-09-19,G (Feb 12),31.75,32.15,31.25,31.35,31.5,0.6,886,0,8301,2012-02-15
2011-09-20,G (Feb 12),31.05,31.8,30.75,31.29,31.3,-0.2,1177,0,8158,2012-02-15
