Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Expiration Date
2011-07-25,H (Mar 12),24.0,24.0,23.95,24.0,24.05,0.0,102,0,101,2012-03-21
2011-07-26,H (Mar 12),24.05,24.05,23.85,23.85,24.05,0.0,15,0,116,2012-03-21
2011-07-27,H (Mar 12),24.2,24.75,24.12,24.69,24.65,0.6,246,0,250,2012-03-21
2011-07-28,H (Mar 12),24.65,24.75,24.14,24.65,24.65,0.0,220,0,360,2012-03-21
2011-07-29,H (Mar 12),24.8,24.95,24.1,24.1,24.05,-0.6,510,0,510,2012-03-21
2011-08-01,H (Mar 12),23.63,24.25,23.5,23.78,23.8,-0.25,107,0,505,2012-03-21
2011-08-02,H (Mar 12),24.03,24.45,23.65,24.43,24.4,0.6,127,0,578,2012-03-21
2011-08-03,H (Mar 12),24.25,24.93,24.04,24.17,24.3,-0.1,237,0,622,2012-03-21
2011-08-04,H (Mar 12),24.55,25.76,23.85,25.76,25.6,1.3,573,0,833,2012-03-21
2011-08-05,H (Mar 12),25.15,27.65,25.1,26.0,26.1,0.5,202,0,841,2012-03-21
2011-08-08,H (Mar 12),26.45,28.0,26.16,27.4,27.5,1.4,225,0,948,2012-03-21
2011-08-09,H (Mar 12),27.3,27.4,25.97,25.97,26.0,-1.5,197,0,966,2012-03-21
2011-08-10,H (Mar 12),27.45,28.0,27.0,28.0,27.8,1.8,31,0,971,2012-03-21
2011-08-11,H (Mar 12),28.05,28.1,27.3,27.33,27.35,-0.45,28,0,971,2012-03-21
2011-08-12,H (Mar 12),26.73,27.15,26.73,27.0,27.0,-0.35,147,0,1029,2012-03-21
2011-08-15,H (Mar 12),26.5,26.5,26.25,26.32,25.95,-1.05,64,0,1053,2012-03-21
2011-08-16,H (Mar 12),26.44,26.52,26.05,26.1,26.15,0.2,39,0,1047,2012-03-21
2011-08-17,H (Mar 12),25.9,26.4,25.9,26.3,26.3,0.15,202,0,1178,2012-03-21
2011-08-18,H (Mar 12),27.15,29.1,27.15,29.0,29.05,2.75,393,0,1317,2012-03-21
2011-08-19,H (Mar 12),29.8,30.25,28.5,29.6,29.65,0.6,688,0,1647,2012-03-21
2011-08-22,H (Mar 12),29.05,30.1,28.75,29.8,29.85,0.2,695,0,2040,2012-03-21
2011-08-23,H (Mar 12),29.0,30.05,29.0,29.75,29.8,-0.05,512,0,2245,2012-03-21
2011-08-24,H (Mar 12),29.9,30.3,29.15,30.3,30.35,0.55,565,0,2488,2012-03-21
2011-08-25,H (Mar 12),30.05,31.0,29.45,30.9,30.95,0.6,652,0,2607,2012-03-21
2011-08-26,H (Mar 12),31.2,31.55,29.95,30.65,30.7,-0.25,587,0,2831,2012-03-21
2011-08-29,H (Mar 12),29.95,30.2,29.65,29.9,29.95,-0.75,260,0,2912,2012-03-21
2011-08-30,H (Mar 12),30.1,30.7,29.8,30.65,30.65,0.7,540,0,3171,2012-03-21
2011-08-31,H (Mar 12),30.1,30.3,29.75,30.0,30.05,-0.6,580,0,3199,2012-03-21
2011-09-01,H (Mar 12),29.75,30.3,29.5,30.26,30.3,0.25,436,0,3358,2012-03-21
2011-09-02,H (Mar 12),30.6,30.9,29.59,30.6,30.7,0.4,419,0,3433,2012-03-21
2011-09-06,H (Mar 12),30.7,31.85,30.7,31.15,31.2,0.5,825,43,3668,2012-03-21
2011-09-07,H (Mar 12),30.55,30.8,30.35,30.4,30.4,-0.8,750,0,3888,2012-03-21
2011-09-08,H (Mar 12),30.49,30.9,30.2,30.8,30.8,0.4,700,0,4048,2012-03-21
2011-09-09,H (Mar 12),30.95,32.26,30.9,31.85,31.9,1.1,983,0,4554,2012-03-21
2011-09-12,H (Mar 12),32.9,33.05,31.95,32.2,32.15,0.25,1238,0,4927,2012-03-21
2011-09-13,H (Mar 12),32.2,32.6,32.0,32.15,32.15,0.0,1450,0,5551,2012-03-21
2011-09-14,H (Mar 12),31.7,32.35,31.5,31.65,31.7,-0.45,560,0,5661,2012-03-21
2011-09-15,H (Mar 12),31.6,31.8,31.05,31.1,31.15,-0.55,374,0,5790,2012-03-21
2011-09-16,H (Mar 12),31.3,31.5,30.93,31.05,31.05,-0.1,640,0,6042,2012-03-21
2011-09-19,H (Mar 12),31.9,32.25,31.3,31.55,31.6,0.55,668,0,6157,2012-03-21
2011-09-20,H (Mar 12),31.4,31.85,30.84,31.35,31.35,-0.25,988,0,6375,2012-03-21
2011-09-21,H (Mar 12),31.6,32.25,31.2,32.15,32.0,0.65,1434,0,6575,2012-03-21
