date,Credit Spread High Yield Change 21D
2002-09-03,-0.0050968399592253855
2002-09-04,-0.014155712841253831
2002-09-05,-0.003045685279187804
2002-09-06,-0.02318548387096775
2002-09-09,-0.031000000000000028
2002-09-10,-0.044334975369458185
2002-09-11,-0.05980392156862735
2002-09-12,-0.0379620379620379
2002-09-13,-0.028197381671701827
2002-09-16,-0.03222557905337364
2002-09-17,-0.03420523138832998
2002-09-18,-0.02327935222672073
2002-09-19,0.01761658031088076
2002-09-20,0.031185031185031242
2002-09-23,0.05968586387434538
2002-09-24,0.08686440677966112
2002-09-25,0.07383966244725726
2002-09-26,0.06940063091482651
2002-09-27,0.08421052631578951
2002-09-30,0.07492195629552567
2002-10-01,0.06354166666666683
2002-10-02,0.05942622950819665
2002-10-03,0.07487179487179496
2002-10-04,0.07433808553971488
2002-10-07,0.10526315789473695
2002-10-08,0.1217750257997936
2002-10-09,0.15154639175257745
2002-10-10,0.16788321167883202
2002-10-11,0.14953271028037385
2002-10-14,0.14922279792746118
2002-10-15,0.11654526534859522
2002-10-16,0.11770833333333353
2002-10-17,0.10259067357512963
2002-10-18,0.08452138492871697
2002-10-21,0.0625
2002-10-22,0.04051383399209496
2002-10-23,0.02729044834307981
2002-10-24,0.03438113948919441
2002-10-25,0.039331366764995046
2002-10-28,0.024271844660194164
2002-10-29,0.03291384317521784
2002-10-30,0.040156709108716715
2002-10-31,0.024177949709864643
2002-11-01,-0.000954198473282375
2002-11-04,-0.023696682464455
2002-11-05,-0.04855275443510754
2002-11-06,-0.07083716651333938
2002-11-07,-0.09400179051029545
2002-11-08,-0.09285714285714275
2002-11-11,-0.08039747064137315
2002-11-12,-0.084761045987376
2002-11-13,-0.05778191985088543
2002-11-14,-0.0736253494874185
2002-11-15,-0.08082706766917302
2002-11-18,-0.08920187793427237
2002-11-19,-0.08823529411764708
2002-11-20,-0.10826210826210814
2002-11-21,-0.13187855787476266
2002-11-22,-0.14150047483380823
2002-11-25,-0.14758751182592245
2002-11-26,-0.13364928909952611
2002-11-27,-0.16213683223992503
2002-11-28,-0.1581920903954802
2002-11-29,-0.14919735599622286
2002-11-30,-0.15663801337153782
2002-12-02,-0.15825242718446608
2002-12-03,-0.14916584887144257
2002-12-04,-0.12772277227722761
2002-12-05,-0.12154150197628444
2002-12-06,-0.11417322834645671
2002-12-09,-0.10805500982318272
2002-12-10,-0.10837438423645318
2002-12-11,-0.10089020771513346
2002-12-12,-0.08853118712273633
2002-12-13,-0.08077709611451933
2002-12-16,-0.08453608247422661
2002-12-17,-0.07388137356919866
2002-12-18,-0.04792332268370614
2002-12-19,-0.013114754098360715
2002-12-20,-0.005530973451327359
2002-12-23,-0.0011098779134295356
2002-12-24,-0.01422319474835898
2002-12-25,0.007829977628635465
2002-12-26,0.008948545861297452
2002-12-27,0.011098779134295134
2002-12-30,0.03397508493771251
2002-12-31,0.026528258362168433
2003-01-01,0.026528258362168433
2003-01-02,-0.018161180476730987
2003-01-03,-0.03599550056242973
2003-01-06,-0.06555555555555559
2003-01-07,-0.0903083700440529
2003-01-08,-0.096132596685083
2003-01-09,-0.12541254125412538
2003-01-10,-0.1258278145695365
2003-01-13,-0.11902113459399333
2003-01-14,-0.10360360360360366
2003-01-15,-0.10561797752808988
2003-01-16,-0.10626398210290822
2003-01-17,-0.10299003322259137
2003-01-20,-0.09788654060066748
2003-01-21,-0.09777777777777785
2003-01-22,-0.08657047724750266
2003-01-23,-0.09433962264150941
2003-01-24,-0.08980044345897986
2003-01-27,-0.09001097694840843
2003-01-28,-0.09638554216867479
2003-01-29,-0.07415730337078652
2003-01-30,-0.0730337078651686
2003-01-31,-0.04161849710982668
2003-02-03,-0.04200700116686107
2003-02-04,-0.015457788347205792
2003-02-05,-0.00363196125907983
2003-02-06,0.020782396088019572
2003-02-07,0.05534591194968552
2003-02-10,0.05429292929292928
2003-02-11,0.05681818181818166
2003-02-12,0.0678391959798994
2003-02-13,0.09170854271356776
2003-02-14,0.07884856070087598
2003-02-17,0.059259259259259345
2003-02-18,0.05548705302096191
2003-02-19,0.05049261083743839
2003-02-20,0.03402187120291611
2003-02-21,0.0318627450980391
2003-02-24,0.02436053593179044
2003-02-25,0.0193003618817853
2003-02-26,0.023030303030302957
2003-02-27,0.01941747572815533
2003-02-28,0.01575757575757586
2003-03-03,0.0
2003-03-04,0.012180267965895109
2003-03-05,0.006038647342995196
2003-03-06,0.009720534629404698
2003-03-07,-0.0011976047904190823
2003-03-10,-0.0011918951132300348
2003-03-11,-0.0023952095808382756
2003-03-12,-0.005973715651134914
2003-03-13,-0.040000000000000036
2003-03-14,-0.0598388952819332
2003-03-17,-0.06728538283062646
2003-03-18,-0.07808857808857805
2003-03-19,-0.07943925233644866
2003-03-20,-0.0808909730363423
2003-03-21,-0.09635722679200931
2003-03-24,-0.07244655581947745
2003-03-25,-0.07253269916765759
2003-03-26,-0.07928994082840224
2003-03-27,-0.08056872037914686
2003-03-28,-0.07738095238095244
2003-03-31,-0.07875894988066834
2003-04-01,-0.0820265379975873
2003-04-02,-0.11432009626955475
2003-04-03,-0.12244897959183676
2003-04-04,-0.12876052948255112
2003-04-07,-0.14748201438848918
2003-04-08,-0.13961813842482107
2003-04-09,-0.12244897959183676
2003-04-10,-0.125
2003-04-11,-0.11642156862745101
2003-04-14,-0.12851897184822514
2003-04-15,-0.12064676616915415
2003-04-16,-0.10872313527180788
2003-04-17,-0.11548223350253806
2003-04-18,-0.11096938775510201
2003-04-21,-0.10013003901170359
2003-04-22,-0.1216389244558258
2003-04-23,-0.1397435897435897
2003-04-24,-0.14010282776349614
2003-04-25,-0.13917525773195882
2003-04-28,-0.14322580645161298
2003-04-29,-0.1515544041450777
2003-04-30,-0.15374507227332457
2003-05-01,-0.1345108695652174
2003-05-02,-0.14363885088919282
2003-05-05,-0.13674033149171272
2003-05-06,-0.10829817158931088
2003-05-07,-0.10402219140083213
2003-05-08,-0.10396716826265384
2003-05-09,-0.10302197802197799
2003-05-12,-0.09431345353675447
2003-05-13,-0.0828651685393258
2003-05-14,-0.06364922206506363
2003-05-15,-0.07092198581560283
2003-05-16,-0.04878048780487798
2003-05-19,-0.0444763271162123
2003-05-20,-0.021676300578034713
2003-05-21,-0.008746355685131268
2003-05-22,0.022354694485842153
2003-05-23,0.02690582959641241
2003-05-26,0.02844311377245523
2003-05-27,0.03614457831325302
2003-05-28,0.051908396946564794
2003-05-29,0.06677018633540377
2003-05-30,0.06907378335949765
2003-05-31,0.08466453674121399
2003-06-02,0.0656000000000001
2003-06-03,0.06309148264984232
2003-06-04,0.037151702786377694
2003-06-05,0.004580152671755711
2003-06-06,-0.007656967840734996
2003-06-09,-0.003062787136294043
2003-06-10,0.007656967840734996
2003-06-11,-0.01812688821752273
2003-06-12,-0.010687022900763288
2003-06-13,-0.02564102564102566
2003-06-16,-0.052552552552552645
2003-06-17,-0.09305760709010336
2003-06-18,-0.11176470588235288
2003-06-19,-0.11224489795918369
2003-06-20,-0.11644832605531297
2003-06-23,-0.09606986899563319
2003-06-24,-0.0857558139534883
2003-06-25,-0.10740203193033371
2003-06-26,-0.12227074235807855
2003-06-27,-0.1145374449339206
2003-06-30,-0.09720176730486008
2003-07-01,-0.07657657657657657
2003-07-02,-0.083086053412463
2003-07-03,-0.08805970149253728
2003-07-04,-0.0714285714285714
2003-07-07,-0.0663580246913581
2003-07-08,-0.08294930875576034
2003-07-09,-0.09270516717325228
2003-07-10,-0.07692307692307687
2003-07-11,-0.0663580246913581
2003-07-14,-0.08049535603715163
2003-07-15,-0.09191759112519793
2003-07-16,-0.061889250814332275
2003-07-17,-0.04801324503311255
2003-07-18,-0.054187192118226646
2003-07-21,-0.07907742998352563
2003-07-22,-0.08856682769726243
2003-07-23,-0.09062003179650246
2003-07-24,-0.07317073170731714
2003-07-25,-0.04975124378109452
2003-07-28,-0.06301824212271967
2003-07-29,-0.08156606851549753
2003-07-30,-0.052032520325203335
2003-07-31,-0.08252427184466016
2003-08-01,-0.05564648117839621
2003-08-04,-0.04418985270049103
2003-08-05,-0.04132231404958675
2003-08-06,0.015075376884422065
2003-08-07,0.03015075376884435
2003-08-08,0.021666666666666723
2003-08-11,0.0049586776859504855
2003-08-12,0.03198653198653201
2003-08-13,0.04537521815008727
2003-08-14,0.05208333333333326
2003-08-15,0.05565217391304356
2003-08-18,0.05034722222222232
2003-08-19,0.06976744186046524
2003-08-20,0.026501766784452263
2003-08-21,-0.019230769230769162
2003-08-22,-0.01403508771929829
2003-08-25,-0.034904013961605584
2003-08-26,-0.017699115044247926
2003-08-27,-0.031971580817051426
2003-08-28,-0.05660377358490565
2003-08-29,-0.042328042328042326
2003-08-31,-0.05372616984402079
2003-09-01,-0.06506849315068497
2003-09-02,-0.10517241379310338
2003-09-03,-0.14851485148514842
2003-09-04,-0.14634146341463417
2003-09-05,-0.11582381729200653
2003-09-08,-0.12006578947368429
2003-09-09,-0.12887438825448616
2003-09-10,-0.09515859766277135
2003-09-11,-0.11551155115511536
2003-09-12,-0.10708401976935755
2003-09-15,-0.10247933884297522
2003-09-16,-0.09866220735785969
2003-09-17,-0.0688468158347676
2003-09-18,-0.051693404634581164
2003-09-19,-0.06405693950177938
2003-09-22,-0.0452079566003617
2003-09-23,-0.037837837837837784
2003-09-24,-0.016513761467889854
2003-09-25,-0.023636363636363567
2003-09-26,0.0036832412523020164
2003-09-29,-0.01098901098901095
2003-09-30,0.009157509157509125
2003-10-01,0.052023121387283044
2003-10-02,0.03875968992248069
2003-10-03,-0.01333333333333342
2003-10-06,-0.03136531365313655
2003-10-07,-0.04112149532710274
2003-10-08,-0.0449438202247191
2003-10-09,-0.07380073800738018
2003-10-10,-0.06343283582089565
2003-10-13,-0.07564575645756455
2003-10-14,-0.10128913443830567
2003-10-15,-0.12059369202226333
2003-10-16,-0.14602587800369682
2003-10-17,-0.12030075187969935
2003-10-20,-0.11026615969581754
2003-10-21,-0.11363636363636376
2003-10-22,-0.09925093632958804
2003-10-23,-0.10074626865671643
2003-10-24,-0.08938547486033532
2003-10-27,-0.11926605504587162
2003-10-28,-0.0981481481481482
2003-10-29,-0.1343012704174229
2003-10-30,-0.1428571428571429
2003-10-31,-0.1175373134328358
2003-11-03,-0.10231660231660222
2003-11-04,-0.10857142857142865
2003-11-05,-0.09941520467836251
2003-11-06,-0.10588235294117654
2003-11-07,-0.09960159362549803
2003-11-10,-0.10358565737051784
2003-11-11,-0.10179640718562866
2003-11-12,-0.06762295081967218
2003-11-13,-0.010548523206751037
2003-11-14,0.025974025974025983
2003-11-17,0.012820512820512997
2003-11-18,0.010683760683760868
2003-11-19,-0.0064102564102562765
2003-11-20,-0.01039501039501034
2003-11-21,-0.014522821576763545
2003-11-24,-0.04498977505112467
2003-11-25,-0.03749999999999998
2003-11-26,-0.06570841889117052
2003-11-27,-0.04612159329140453
2003-11-28,-0.04700854700854695
2003-11-30,-0.052854122621564525
2003-12-01,-0.06021505376344094
2003-12-02,-0.07051282051282048
2003-12-03,-0.07575757575757591
2003-12-04,-0.06578947368421051
2003-12-05,-0.028761061946902644
2003-12-08,-0.046666666666666634
2003-12-09,-0.06888888888888878
2003-12-10,-0.07252747252747249
2003-12-11,-0.07249466950959504
2003-12-12,-0.08438818565400852
2003-12-15,-0.09915611814346004
2003-12-16,-0.08879492600422845
2003-12-17,-0.06666666666666676
2003-12-18,-0.08823529411764708
2003-12-19,-0.08842105263157896
2003-12-22,-0.08351177730192716
2003-12-23,-0.09956709956709953
2003-12-24,-0.06593406593406592
2003-12-25,-0.06593406593406592
2003-12-26,-0.04035874439461873
2003-12-29,-0.05803571428571441
2003-12-30,-0.04576659038901609
2003-12-31,-0.039080459770114984
2004-01-01,-0.021077283372365363
2004-01-02,-0.04225352112676051
2004-01-05,-0.09567198177676528
2004-01-06,-0.07226107226107226
2004-01-07,-0.06443914081145596
2004-01-08,-0.08293838862559233
2004-01-09,-0.07816091954022986
2004-01-12,-0.07834101382488479
2004-01-13,-0.051522248243559665
2004-01-14,-0.06264501160092795
2004-01-15,-0.08294930875576034
2004-01-16,-0.09216589861751145
2004-01-19,-0.09237875288683606
2004-01-20,-0.09112149532710279
2004-01-21,-0.0673076923076924
2004-01-22,-0.08235294117647063
2004-01-23,-0.1082352941176471
2004-01-26,-0.12149532710280386
2004-01-27,-0.08056872037914686
2004-01-28,-0.08633093525179858
2004-01-29,-0.062200956937799035
2004-01-30,-0.03588516746411474
2004-01-31,-0.007352941176470673
2004-02-02,0.022670025188916698
2004-02-03,0.047738693467336724
2004-02-04,0.0714285714285714
2004-02-05,0.09043927648578798
2004-02-06,0.08229426433915221
2004-02-09,0.07000000000000006
2004-02-10,0.04691358024691361
2004-02-11,0.06683168316831667
2004-02-12,0.05276381909547756
2004-02-13,0.07868020304568524
2004-02-16,0.07633587786259555
2004-02-17,0.08226221079691509
2004-02-18,0.09020618556701043
2004-02-19,0.08717948717948731
2004-02-20,0.11345646437994716
2004-02-23,0.1436170212765957
2004-02-24,0.12886597938144329
2004-02-25,0.14435695538057747
2004-02-26,0.10204081632653073
2004-02-27,0.07692307692307687
2004-02-29,0.07160493827160486
2004-03-01,0.05665024630541882
2004-03-02,0.011990407673860837
2004-03-03,0.004761904761904745
2004-03-04,0.004739336492891155
2004-03-05,0.0023041474654377225
2004-03-08,0.02102803738317749
2004-03-09,0.037735849056603765
2004-03-10,0.013921113689095321
2004-03-11,0.05250596658711215
2004-03-12,0.03294117647058825
2004-03-15,0.04255319148936154
2004-03-16,0.07600950118764849
2004-03-17,0.06382978723404253
2004-03-18,0.05188679245283012
2004-03-19,0.04976303317535535
2004-03-22,0.051162790697674376
2004-03-23,0.0365296803652968
2004-03-24,0.04587155963302725
2004-03-25,0.04861111111111116
2004-03-26,0.018433179723502224
2004-03-29,0.0
2004-03-30,0.00932400932400923
2004-03-31,0.04502369668246464
2004-04-01,0.02369668246445511
2004-04-02,-0.018867924528301883
2004-04-05,-0.055172413793103336
2004-04-06,-0.052631578947368474
2004-04-07,-0.06590909090909092
2004-04-08,-0.07093821510297493
2004-04-09,-0.07936507936507953
2004-04-12,-0.08428246013667429
2004-04-13,-0.10204081632653061
2004-04-14,-0.12362030905077259
2004-04-15,-0.12222222222222223
2004-04-16,-0.11210762331838564
2004-04-19,-0.11060948081264099
2004-04-20,-0.1349557522123893
2004-04-21,-0.13876651982378851
2004-04-22,-0.13815789473684204
2004-04-23,-0.1589403973509934
2004-04-26,-0.1357466063348417
2004-04-27,-0.11290322580645151
2004-04-28,-0.12009237875288681
2004-04-29,-0.1315192743764172
2004-04-30,-0.09490740740740744
2004-05-03,-0.055288461538461564
2004-05-04,-0.031630170316301776
2004-05-05,-0.041062801932367
2004-05-06,-0.017031630170316392
2004-05-07,-0.01724137931034464
2004-05-10,0.036945812807881895
2004-05-11,0.054726368159204064
2004-05-12,0.08838383838383823
2004-05-13,0.10075566750629728
2004-05-14,0.13417721518987347
2004-05-17,0.15151515151515138
2004-05-18,0.13197969543147203
2004-05-19,0.10485933503836331
2004-05-20,0.1253196930946292
2004-05-21,0.0992366412213741
2004-05-24,0.12598425196850394
2004-05-25,0.12041884816753945
2004-05-26,0.11168831168831184
2004-05-27,0.13385826771653542
2004-05-28,0.10704960835509136
2004-05-31,0.09462915601023014
2004-06-01,0.08142493638676851
2004-06-02,0.06281407035175901
2004-06-03,0.07052896725440805
2004-06-04,0.02970297029702973
2004-06-07,0.04260651629072676
2004-06-08,-0.026128266033254244
2004-06-09,-0.044811320754717054
2004-06-10,-0.058004640371229654
2004-06-11,-0.07322654462242573
2004-06-14,-0.1071428571428572
2004-06-15,-0.0964912280701753
2004-06-16,-0.09192825112107628
2004-06-17,-0.06018518518518534
2004-06-18,-0.08636363636363653
2004-06-21,-0.06944444444444464
2004-06-22,-0.07226107226107226
2004-06-23,-0.0700934579439253
2004-06-24,-0.0630841121495328
2004-06-25,-0.07407407407407418
2004-06-28,-0.0778301886792453
2004-06-29,-0.07476635514018692
2004-06-30,-0.03529411764705892
2004-07-01,-0.023640661938534424
2004-07-02,-0.018823529411764683
2004-07-05,0.004807692307692291
2004-07-06,-0.007211538461538547
2004-07-07,0.004878048780487809
2004-07-08,0.012345679012345734
2004-07-09,0.0049261083743843415
2004-07-12,0.007407407407407529
2004-07-13,0.004999999999999893
2004-07-14,-0.03398058252427183
2004-07-15,-0.02716049382716046
2004-07-16,-0.009852216748768461
2004-07-19,-0.00995024875621886
2004-07-20,-0.03980099502487555
2004-07-21,-0.035175879396984966
2004-07-22,-0.017587939698492372
2004-07-23,-0.014962593516209433
2004-07-26,-0.012499999999999956
2004-07-27,0.002557544757033181
2004-07-28,0.0
2004-07-29,-0.03902439024390236
2004-07-30,-0.03389830508474567
2004-07-31,-0.03597122302158284
2004-08-02,-0.03349282296650713
2004-08-03,-0.01937046004842613
2004-08-04,-0.01456310679611661
2004-08-05,-0.012195121951219523
2004-08-06,0.026960784313725616
2004-08-09,0.019607843137254832
2004-08-10,0.024875621890547484
2004-08-11,0.03266331658291466
2004-08-12,0.058375634517766395
2004-08-13,0.044776119402985204
2004-08-16,0.045226130653266416
2004-08-17,0.08290155440414493
2004-08-18,0.07552083333333326
2004-08-19,0.053708439897698135
2004-08-20,0.030379746835442978
2004-08-23,0.015189873417721378
2004-08-24,0.020408163265306145
2004-08-25,0.002525252525252597
2004-08-26,0.012690355329949332
2004-08-27,-0.005012531328320802
2004-08-30,-0.00995024875621886
2004-08-31,0.004950495049504955
2004-09-01,0.004938271604938427
2004-09-02,-0.01724137931034464
2004-09-03,-0.03950617283950608
2004-09-06,-0.0715990453460621
2004-09-07,-0.055288461538461564
2004-09-08,-0.03883495145631066
2004-09-09,-0.05352798053527985
2004-09-10,-0.0695443645083933
2004-09-13,-0.080952380952381
2004-09-14,-0.07451923076923073
2004-09-15,-0.0861244019138756
2004-09-16,-0.048426150121065326
2004-09-17,-0.07038834951456308
2004-09-20,-0.04668304668304679
2004-09-21,-0.03990024937655856
2004-09-22,-0.03249999999999997
2004-09-23,-0.05037783375314864
2004-09-24,-0.052631578947368474
2004-09-27,-0.035264483627204024
2004-09-28,-0.03768844221105527
2004-09-29,-0.06650246305418706
2004-09-30,-0.05896805896805901
2004-10-01,-0.052631578947368474
2004-10-04,-0.028277634961439646
2004-10-05,-0.028277634961439646
2004-10-06,-0.058524173027989845
2004-10-07,-0.07575757575757569
2004-10-08,-0.04113110539845766
2004-10-11,-0.03865979381443296
2004-10-12,-0.031088082901554293
2004-10-13,-0.023376623376623495
2004-10-14,-0.007853403141361182
2004-10-15,-0.0483460559796437
2004-10-18,-0.015665796344647487
2004-10-19,-0.02577319587628868
2004-10-20,-0.0025974025974027093
2004-10-21,-0.023255813953488413
2004-10-22,0.0026525198938991412
2004-10-25,-0.005291005291005346
2004-10-26,-0.028720626631853707
2004-10-27,-0.05744125326370764
2004-10-28,-0.0554089709762533
2004-10-29,-0.07049608355091386
2004-10-31,-0.03968253968253965
2004-11-01,-0.05820105820105814
2004-11-02,-0.06349206349206349
2004-11-03,-0.05675675675675673
2004-11-04,-0.06284153005464477
2004-11-05,-0.11796246648793562
2004-11-08,-0.12064343163538882
2004-11-09,-0.1203208556149733
2004-11-10,-0.13031914893617014
2004-11-11,-0.13720316622691298
2004-11-12,-0.11497326203208558
2004-11-15,-0.12997347480106103
2004-11-16,-0.13756613756613756
2004-11-17,-0.13802083333333326
2004-11-18,-0.12962962962962954
2004-11-19,-0.1507936507936508
2004-11-22,-0.13829787234042545
2004-11-23,-0.1370967741935485
2004-11-24,-0.11634349030470914
2004-11-25,-0.1033519553072626
2004-11-26,-0.1151685393258427
2004-11-29,-0.14049586776859502
2004-11-30,-0.1095505617977528
2004-12-01,-0.11016949152542377
2004-12-02,-0.10315186246418351
2004-12-03,-0.06705539358600587
2004-12-06,-0.024316109422492405
2004-12-07,-0.030487804878048697
2004-12-08,-0.01823708206686936
2004-12-09,-0.02752293577981646
2004-12-10,-0.030581039755351758
2004-12-13,-0.048338368580060465
2004-12-14,-0.03963414634146334
2004-12-15,-0.033742331288343475
2004-12-16,-0.07552870090634445
2004-12-17,-0.06990881458966569
2004-12-20,-0.049844236760124616
2004-12-21,-0.05246913580246926
2004-12-22,-0.049844236760124616
2004-12-23,-0.043887147335423204
2004-12-24,-0.049844236760124616
2004-12-27,-0.050793650793650724
2004-12-28,-0.04166666666666663
2004-12-29,-0.06624605678233442
2004-12-30,-0.050793650793650724
2004-12-31,-0.009584664536741117
2005-01-03,-0.04375000000000007
2005-01-04,-0.07476635514018681
2005-01-05,-0.04402515723270439
2005-01-06,-0.04334365325077405
2005-01-07,-0.03459119496855356
2005-01-10,-0.02208201892744477
2005-01-11,0.012698412698412653
2005-01-12,0.01587301587301604
2005-01-13,0.028571428571428692
2005-01-14,0.05228758169934644
2005-01-17,0.0490196078431373
2005-01-18,0.06229508196721323
2005-01-19,0.055374592833876246
2005-01-20,0.09180327868852478
2005-01-21,0.10491803278688527
2005-01-24,0.10491803278688527
2005-01-25,0.10033444816053505
2005-01-26,0.09364548494983271
2005-01-27,0.09121621621621623
2005-01-28,0.09364548494983271
2005-01-31,0.06129032258064515
2005-02-01,0.065359477124183
2005-02-02,0.07744107744107742
2005-02-03,0.03618421052631571
2005-02-04,0.032362459546925626
2005-02-07,0.032573289902280145
2005-02-08,0.012903225806451646
2005-02-09,0.009404388714733702
2005-02-10,-0.012499999999999956
2005-02-11,-0.03703703703703709
2005-02-14,-0.034161490683229934
2005-02-15,-0.04672897196261683
2005-02-16,-0.0771604938271605
2005-02-17,-0.0771604938271605
2005-02-18,-0.12012012012012008
2005-02-21,-0.13056379821958453
2005-02-22,-0.13353115727002973
2005-02-23,-0.10942249240121582
2005-02-24,-0.11926605504587162
2005-02-25,-0.11764705882352933
2005-02-28,-0.13455657492354733
2005-03-01,-0.14589665653495443
2005-03-02,-0.1288343558282209
2005-03-03,-0.11562499999999998
2005-03-04,-0.09206349206349207
2005-03-07,-0.11598746081504707
2005-03-08,-0.12933753943217674
2005-03-09,-0.13694267515923575
2005-03-10,-0.1366459627329194
2005-03-11,-0.13607594936708867
2005-03-14,-0.11217948717948723
2005-03-15,-0.10932475884244364
2005-03-16,-0.05555555555555558
2005-03-17,0.0033444816053511683
2005-03-18,-0.0033444816053512794
2005-03-21,0.05119453924914663
2005-03-22,0.05119453924914663
2005-03-23,0.09246575342465757
2005-03-24,0.0853242320819112
2005-03-25,0.10416666666666674
2005-03-28,0.11929824561403501
2005-03-29,0.15901060070671358
2005-03-30,0.20284697508896787
2005-03-31,0.23943661971830998
2005-04-01,0.25441696113074186
2005-04-04,0.2552447552447552
2005-04-05,0.25177304964539005
2005-04-06,0.26086956521739135
2005-04-07,0.2583025830258303
2005-04-08,0.21942446043165487
2005-04-11,0.2710622710622712
2005-04-12,0.29241877256317683
2005-04-13,0.30324909747292406
2005-04-14,0.2975778546712802
2005-04-15,0.29666666666666663
2005-04-18,0.3355704697986577
2005-04-19,0.2987012987012987
2005-04-20,0.27922077922077926
2005-04-21,0.19749216300940442
2005-04-22,0.21383647798742134
2005-04-25,0.22012578616352196
2005-04-26,0.2288401253918495
2005-04-27,0.23170731707317072
2005-04-28,0.23076923076923084
2005-04-29,0.17897727272727293
2005-04-30,0.18028169014084527
2005-05-02,0.1615598885793872
2005-05-03,0.1699716713881021
2005-05-04,0.1839080459770115
2005-05-05,0.21114369501466257
2005-05-06,0.20058997050147487
2005-05-09,0.1671469740634004
2005-05-10,0.15363128491620115
2005-05-11,0.17174515235457077
2005-05-12,0.1413333333333333
2005-05-13,0.1285347043701799
2005-05-16,0.1281407035175881
2005-05-17,0.14250000000000007
2005-05-18,0.1548223350253808
2005-05-19,0.1518324607329844
2005-05-20,0.12176165803108807
2005-05-23,0.10567010309278357
2005-05-24,0.09183673469387754
2005-05-25,0.02970297029702973
2005-05-26,-0.021634615384615308
2005-05-27,-0.03132530120481947
2005-05-30,-0.04057279236276867
2005-05-31,-0.00959232613908878
2005-06-01,0.0
2005-06-02,-0.029126213592232997
2005-06-03,-0.05569007263922521
2005-06-06,-0.019656019656019708
2005-06-07,-0.014814814814814725
2005-06-08,-0.036319612590798966
2005-06-09,-0.0520094562647756
2005-06-10,-0.08644859813084116
2005-06-13,-0.11617312072892938
2005-06-14,-0.14699331848552344
2005-06-15,-0.17286652078774623
2005-06-16,-0.15824175824175823
2005-06-17,-0.13409090909090915
2005-06-20,-0.12009237875288681
2005-06-21,-0.10955710955710962
2005-06-22,-0.08878504672897203
2005-06-23,-0.0673076923076924
2005-06-24,-0.03439803439803446
2005-06-27,-0.01492537313432829
2005-06-28,-0.03980099502487555
2005-06-29,-0.07748184019370452
2005-06-30,-0.06779661016949146
2005-07-01,-0.0625
2005-07-04,-0.038461538461538436
2005-07-05,-0.07017543859649134
2005-07-06,-0.06015037593984962
2005-07-07,-0.05025125628140703
2005-07-08,-0.08478802992518697
2005-07-11,-0.07672634271099754
2005-07-12,-0.08762886597938135
2005-07-13,-0.08355091383812019
2005-07-14,-0.08465608465608465
2005-07-15,-0.1044386422976501
2005-07-18,-0.10761154855643051
2005-07-19,-0.09973753280839892
2005-07-20,-0.10209424083769625
2005-07-21,-0.13846153846153852
2005-07-22,-0.12628865979381443
2005-07-25,-0.14503816793893132
2005-07-26,-0.15404040404040398
2005-07-27,-0.1424870466321243
2005-07-28,-0.12598425196850394
2005-07-29,-0.1558441558441559
2005-07-31,-0.12
2005-08-01,-0.1226666666666667
2005-08-02,-0.1132075471698113
2005-08-03,-0.1146666666666667
2005-08-04,-0.1243386243386243
2005-08-05,-0.10354223433242504
2005-08-08,-0.08310249307479223
2005-08-09,-0.05932203389830504
2005-08-10,-0.054131054131054124
2005-08-11,-0.026011560693641522
2005-08-12,-0.00291545189504383
2005-08-15,-0.008823529411764675
2005-08-16,-0.005830903790087438
2005-08-17,-0.017492711370262426
2005-08-18,0.01488095238095255
2005-08-19,0.0
2005-08-22,0.008928571428571397
2005-08-23,0.014925373134328401
2005-08-24,0.02114803625377637
2005-08-25,0.01501501501501501
2005-08-26,0.027692307692307683
2005-08-29,0.021212121212121238
2005-08-30,0.05775075987841949
2005-08-31,0.11246200607902734
2005-09-01,0.1144578313253013
2005-09-02,0.1178247734138973
2005-09-05,0.12462006079027366
2005-09-06,0.09969788519637457
2005-09-07,0.08408408408408397
2005-09-08,0.08132530120481918
2005-09-09,0.06528189910979232
2005-09-12,0.03801169590643272
2005-09-13,0.06231454005934722
2005-09-14,0.04692082111436946
2005-09-15,0.053412462908011715
2005-09-16,0.038123167155425186
2005-09-19,0.06489675516224191
2005-09-20,0.07669616519174038
2005-09-21,0.10294117647058831
2005-09-22,0.1272189349112427
2005-09-23,0.0976331360946745
2005-09-26,0.09281437125748515
2005-09-27,0.08605341246290799
2005-09-28,0.06034482758620685
2005-09-29,0.002732240437158362
2005-09-30,-0.043243243243243246
2005-10-03,-0.06216216216216219
2005-10-04,-0.05945945945945952
2005-10-05,-0.03571428571428581
2005-10-06,-0.016620498614958512
2005-10-07,0.0
2005-10-10,0.0
2005-10-11,0.030985915492957927
2005-10-12,0.03910614525139677
2005-10-13,0.05602240896358546
2005-10-14,0.04788732394366213
2005-10-17,0.0197740112994349
2005-10-18,-0.013850415512465353
2005-10-19,-0.013698630136986245
2005-10-20,-0.04533333333333334
2005-10-21,-0.057742782152231054
2005-10-24,-0.04582210242587603
2005-10-25,-0.043835616438356095
2005-10-26,-0.04644808743169393
2005-10-27,-0.0325203252032521
2005-10-28,-0.024523160762942697
2005-10-31,0.0197740112994349
2005-11-01,0.02881844380403442
2005-11-02,0.01724137931034475
2005-11-03,-0.008547008547008517
2005-11-04,-0.019718309859154903
2005-11-07,-0.02785515320334253
2005-11-08,-0.011142061281337101
2005-11-09,-0.04371584699453557
